id,landslide_type,trigger,fatality_count,injuries,location_accuracy(km),landslide_size,distance,population,latitude,longitude
839,15,10,5,0,25,0,12.85801,8292,9.764,-84.397
1717,15,10,1,0,1,-1,12.85487,6023699,-22.9824,-43.2987
6616,15,20,0,0,5,0,12.83949,7000,4.5791,101.3882
3380,15,10,0,0,15,0,12.82235,16246,33.5808,74.9035
3270,15,10,0,0,1,0,12.82232,8618,38.917,-123.0556
3436,15,10,0,0,10,-1,12.81745,1750,36.1638,-87.5085
5735,15,0,0,0,5,-1,12.7902,2406,37.4204,-81.4409
4259,15,20,0,0,15,0,12.78747,914,62.9218,10.1464
2980,15,10,3,0,10,0,12.77894,153361,-22.2492,-42.65
6605,15,10,0,0,5,0,12.77291,47587,6.8745,81.0455
2398,5,10,0,0,5,0,12.77279,107157,27.7884,84.4866
1593,5,10,0,0,50,1,12.77276,83623,-1.6985,29.3711
6820,5,10,0,0,1,0,12.77232,1745,36.862,-83.1806
3375,15,10,8,0,0,0,12.76917,20553,33.2599,75.8886
120,15,20,1,0,50,0,12.76242,0,7.8098,125.4498
1318,15,10,0,0,15,0,12.75962,186099,-7.7434,111.5441
4026,15,10,0,0,5,0,12.72921,1965,52.1582,-10.4527
5692,55,10,0,0,25,-1,12.68853,54846,-22.8267,-43.6221
686,5,20,0,0,10,-1,12.68493,1788,35.7279,-106.715
2235,15,10,0,0,50,1,12.6827,0,35.3599,73.9791
5687,15,10,0,0,50,0,12.64838,0,16.0309,121.9912
6312,45,80,0,0,25,0,12.64492,798634,10.4203,123.8418
3951,15,10,1,3,1,0,12.63909,12691836,18.9774,72.8102
4738,15,10,0,0,5,2,12.63831,0,27.344,104.8805
510,15,80,0,0,50,0,12.63751,8982,6.7397,80.1744
144,15,10,9,0,0,0,12.63607,0,0.777,120.413
4088,5,10,0,0,10,0,12.61362,1310,7.2022,-72.9835
4369,15,10,4,0,1,0,12.61073,15027,43.1226,23.1253
3893,15,10,0,0,5,0,12.60119,15315,15.7067,73.9551
6273,5,10,1,0,25,1,12.59216,1143841,34.4955,132.5259
5694,5,50,2,0,1,0,12.58944,2075,47.8031,-121.549
2825,5,10,1,0,25,0,12.55696,3931,47.4348,-122.9922
5773,15,80,0,0,5,1,12.55629,2600,10.0692,125.6036
199,15,80,0,0,0,0,12.55184,18994,15.5163,-88.9286
298,15,10,0,0,25,1,12.54759,0,32.4167,104.95
5065,15,10,0,0,0,0,12.54362,0,31.5785,104.3531
578,15,20,0,0,15,0,12.54307,152200,10.7069,106.7361
1647,15,10,0,0,1,0,9.33158,6023699,-22.8222,-43.1809
417,15,20,0,0,15,0,12.53758,1376457,32.5755,-116.9016
3388,15,10,0,0,1,-1,12.53751,3925,38.5293,-84.599
3784,25,20,6,0,25,0,12.52763,14797,31.3456,-110.2541
1158,15,10,0,0,5,0,12.52735,23416,29.3083,81.057
1788,15,10,0,0,15,0,12.51995,4567,38.4886,48.6744
1945,15,10,0,0,5,0,12.51795,236563,48.6257,21.3636
2542,15,10,0,0,10,1,12.51692,0,-2.7414,134.5427
1352,15,10,0,0,1,0,12.49996,3441,-36.5115,174.6865
918,15,60,0,0,10,0,12.48939,2196,12.1969,124.5528
4515,15,10,0,0,5,0,12.48798,2865,30.7395,77.2847
1342,15,10,1,0,10,0,12.48414,33317,1.2449,125.0069
2393,15,10,3,0,5,0,12.48367,21867,27.9333,83.653
1351,15,10,0,0,1,0,12.48082,3441,-36.5119,174.6807
1350,15,10,1,0,5,0,12.47773,3441,-36.5124,174.6706
4868,15,20,5,0,5,0,12.44051,2536,34.3426,-84.0226
4099,15,10,2,0,1,0,12.42773,49168,-39.1144,173.9534
6316,15,80,0,1,50,0,12.425,0,21.8689,106.9004
5757,5,0,0,0,10,1,12.42121,2075,47.8039,-121.5509
1356,35,20,0,0,5,-1,12.4035,10917,34.2716,-118.0282
4305,15,10,0,0,15,0,12.40168,77758,-6.8122,107.1453
3013,45,10,0,0,5,-1,12.38884,14095,45.5844,-122.1947
3400,15,10,0,0,15,0,12.38759,24730,7.088,80.6517
716,5,20,0,0,25,0,12.37507,107157,27.795,84.432
4842,5,20,0,0,25,0,12.36833,1732,36.731,-83.5619
